NUMBER_OF_SALES,TOTAL_REVENUE,NUMBER_OF_UNIT_SOLD,PURCHASE_DATE,MONTH_ID,DAY_OF_WEEK,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE
7,56.00,28,2023-02-10,202302,Fri,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
3,16.00,8,2023-02-10,202302,Fri,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
5,42.00,14,2023-02-10,202302,Fri,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee
3,34.00,8,2023-02-10,202302,Fri,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
3,35.00,10,2023-02-10,202302,Fri,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
2,12.00,4,2023-02-10,202302,Fri,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee
3,31.00,10,2023-02-10,202302,Fri,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
3,30.00,10,2023-02-10,202302,Fri,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea
3,21.00,6,2023-02-10,202302,Fri,Astoria,Bakery,Croissant,Pastry
1,6.50,2,2023-02-10,202302,Fri,Astoria,Bakery,Hazelnut Biscotti,Biscotti
1,7.00,2,2023-02-10,202302,Fri,Hell's Kitchen,Bakery,Croissant,Pastry
1,10.00,4,2023-02-10,202302,Fri,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
1,12.00,4,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
3,8.00,10,2023-02-10,202302,Fri,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
3,19.50,6,2023-02-10,202302,Fri,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
1,7.00,2,2023-02-10,202302,Fri,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti
2,22.50,6,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Latte,Barista Espresso
3,8.00,10,2023-02-10,202302,Fri,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
3,21.00,6,2023-02-10,202302,Fri,Lower Manhattan,Bakery,Croissant,Pastry
1,17.90,2,2023-02-10,202302,Fri,Lower Manhattan,Loose Tea,Earl Grey,Black tea
2,20.00,8,2023-02-10,202302,Fri,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
1,12.00,4,2023-02-10,202302,Fri,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
3,20.00,8,2023-02-10,202302,Fri,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee
5,32.50,10,2023-02-10,202302,Fri,Hell's Kitchen,Bakery,Cranberry Scone,Scone
1,17.90,2,2023-02-10,202302,Fri,Hell's Kitchen,Loose Tea,Traditional Blend Chai,Chai tea
3,30.00,10,2023-02-10,202302,Fri,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
1,30.00,2,2023-02-10,202302,Fri,Astoria,Coffee beans,Columbian Medium Roast,Gourmet Beans
5,48.00,16,2023-02-10,202302,Fri,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
1,6.50,2,2023-02-10,202302,Fri,Astoria,Bakery,Ginger Scone,Scone
2,17.00,4,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso
5,40.00,16,2023-02-10,202302,Fri,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
3,28.00,8,2023-02-10,202302,Fri,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
2,15.00,4,2023-02-10,202302,Fri,Astoria,Bakery,Almond Croissant,Pastry
4,11.20,14,2023-02-10,202302,Fri,Astoria,Flavours,Chocolate syrup,Regular syrup
4,49.00,14,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
1,36.00,2,2023-02-10,202302,Fri,Hell's Kitchen,Coffee beans,Brazilian - Organic,Organic Beans
5,22.00,10,2023-02-10,202302,Fri,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
4,30.00,8,2023-02-10,202302,Fri,Hell's Kitchen,Bakery,Almond Croissant,Pastry
3,20.00,10,2023-02-10,202302,Fri,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
4,25.00,10,2023-02-10,202302,Fri,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
2,18.00,6,2023-02-10,202302,Fri,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea
2,72.00,4,2023-02-10,202302,Fri,Lower Manhattan,Coffee beans,Brazilian - Organic,Organic Beans
2,34.00,8,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
2,20.00,8,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
3,30.00,10,2023-02-10,202302,Fri,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
1,20.00,2,2023-02-10,202302,Fri,Hell's Kitchen,Coffee beans,Guatemalan Sustainably Grown,Green beans
3,20.00,10,2023-02-10,202302,Fri,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
1,6.50,2,2023-02-10,202302,Fri,Lower Manhattan,Bakery,Cranberry Scone,Scone
1,17.90,2,2023-02-10,202302,Fri,Hell's Kitchen,Loose Tea,Earl Grey,Black tea
2,24.00,8,2023-02-10,202302,Fri,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
1,90.00,2,2023-02-10,202302,Fri,Lower Manhattan,Coffee beans,Civet Cat,Premium Beans
2,16.00,4,2023-02-10,202302,Fri,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
1,36.00,2,2023-02-10,202302,Fri,Hell's Kitchen,Coffee beans,Our Old Time Diner Blend,House blend Beans
2,18.00,6,2023-02-10,202302,Fri,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
1,12.80,2,2023-02-10,202302,Fri,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate
1,6.50,2,2023-02-10,202302,Fri,Astoria,Bakery,Cranberry Scone,Scone
1,19.00,4,2023-02-10,202302,Fri,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
5,30.00,10,2023-02-11,202302,Sat,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea
3,30.00,12,2023-02-11,202302,Sat,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6,32.00,16,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
5,26.40,12,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee
4,36.00,12,2023-02-11,202302,Sat,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea
5,45.00,12,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Latte,Barista Espresso
7,20.80,26,2023-02-11,202302,Sat,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
2,12.00,4,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Oatmeal Scone,Scone
7,54.00,18,2023-02-11,202302,Sat,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea
4,30.00,12,2023-02-11,202302,Sat,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea
4,30.00,10,2023-02-11,202302,Sat,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
3,30.00,10,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
4,30.00,12,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee
9,133.00,28,2023-02-11,202302,Sat,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
4,26.00,8,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Cranberry Scone,Scone
2,28.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
6,35.20,16,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
4,26.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
5,45.00,18,2023-02-11,202302,Sat,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea
7,76.00,16,2023-02-11,202302,Sat,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
3,15.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea
8,65.00,26,2023-02-11,202302,Sat,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea
3,20.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
4,28.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti
4,37.20,12,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
5,35.00,14,2023-02-11,202302,Sat,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea
4,42.00,14,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee
1,8.00,4,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
4,26.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Cranberry Scone,Scone
5,75.00,20,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso
4,36.00,12,2023-02-11,202302,Sat,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee
5,36.00,12,2023-02-11,202302,Sat,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
4,68.00,16,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
4,9.60,12,2023-02-11,202302,Sat,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup
1,6.50,2,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Ginger Scone,Scone
2,24.80,8,2023-02-11,202302,Sat,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
9,112.50,30,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Latte,Barista Espresso
3,8.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
5,37.50,10,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Chocolate Croissant,Pastry
3,21.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
6,26.40,12,2023-02-11,202302,Sat,Astoria,Coffee,Brazilian Sm,Organic brewed coffee
5,30.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Oatmeal Scone,Scone
2,20.00,8,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
2,15.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone
4,36.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea
1,56.00,2,2023-02-11,202302,Sat,Hell's Kitchen,Branded,I Need My Bean! T-shirt,Clothing
3,13.20,6,2023-02-11,202302,Sat,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
2,30.00,8,2023-02-11,202302,Sat,Astoria,Coffee,Latte,Barista Espresso
4,30.00,12,2023-02-11,202302,Sat,Astoria,Tea,Earl Grey Rg,Brewed Black tea
4,20.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee
7,52.50,14,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry
1,12.00,4,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
3,36.00,8,2023-02-11,202302,Sat,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
1,7.00,2,2023-02-11,202302,Sat,Astoria,Bakery,Croissant,Pastry
2,15.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
3,40.00,10,2023-02-11,202302,Sat,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
4,24.00,8,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee
2,15.00,4,2023-02-11,202302,Sat,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
2,15.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
4,51.00,12,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
5,32.50,10,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti
3,22.00,10,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee
4,47.50,10,2023-02-11,202302,Sat,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
2,15.00,6,2023-02-11,202302,Sat,Astoria,Tea,Peppermint Rg,Brewed herbal tea
3,20.40,8,2023-02-11,202302,Sat,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
9,67.50,18,2023-02-11,202302,Sat,Astoria,Bakery,Chocolate Croissant,Pastry
3,25.00,10,2023-02-11,202302,Sat,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea
1,1.60,2,2023-02-11,202302,Sat,Astoria,Flavours,Chocolate syrup,Regular syrup
5,45.00,18,2023-02-11,202302,Sat,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee
4,11.20,14,2023-02-11,202302,Sat,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup
1,15.00,4,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Cappuccino,Barista Espresso
2,6.40,8,2023-02-11,202302,Sat,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
5,35.00,14,2023-02-11,202302,Sat,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea
7,16.00,20,2023-02-11,202302,Sat,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
3,30.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
5,52.50,14,2023-02-11,202302,Sat,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4,35.00,14,2023-02-11,202302,Sat,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
4,35.70,14,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
8,60.00,20,2023-02-11,202302,Sat,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
4,20.00,10,2023-02-11,202302,Sat,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6,56.00,16,2023-02-11,202302,Sat,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
3,84.00,6,2023-02-11,202302,Sat,Astoria,Branded,I Need My Bean! Latte cup,Housewares
3,19.50,6,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Ginger Scone,Scone
4,36.00,8,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
5,45.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
6,54.00,18,2023-02-11,202302,Sat,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea
3,30.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
6,54.00,18,2023-02-11,202302,Sat,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee
5,43.40,14,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
2,15.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Almond Croissant,Pastry
1,21.90,2,2023-02-11,202302,Sat,Lower Manhattan,Loose Tea,Spicy Eye Opener Chai,Chai tea
3,16.00,8,2023-02-11,202302,Sat,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6,76.50,18,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso
3,37.20,12,2023-02-11,202302,Sat,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
3,24.00,6,2023-02-11,202302,Sat,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
1,6.00,2,2023-02-11,202302,Sat,Astoria,Bakery,Oatmeal Scone,Scone
4,25.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
4,36.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
4,36.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea
3,19.60,8,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
4,36.00,12,2023-02-11,202302,Sat,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea
1,7.50,2,2023-02-11,202302,Sat,Astoria,Bakery,Almond Croissant,Pastry
1,7.50,2,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Almond Croissant,Pastry
1,17.90,2,2023-02-11,202302,Sat,Lower Manhattan,Loose Tea,Earl Grey,Black tea
4,36.00,12,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
5,48.00,16,2023-02-11,202302,Sat,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
8,17.60,22,2023-02-11,202302,Sat,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup
2,15.00,6,2023-02-11,202302,Sat,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea
3,34.00,8,2023-02-11,202302,Sat,Astoria,Coffee,Latte Rg,Barista Espresso
2,4.80,6,2023-02-11,202302,Sat,Astoria,Flavours,Hazelnut syrup,Regular syrup
2,18.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea
4,25.00,10,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
7,63.00,14,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone
5,42.00,12,2023-02-11,202302,Sat,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
3,40.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
4,45.00,12,2023-02-11,202302,Sat,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
2,18.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee
2,12.00,4,2023-02-11,202302,Sat,Astoria,Tea,Peppermint Lg,Brewed herbal tea
3,20.00,8,2023-02-11,202302,Sat,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
2,30.00,8,2023-02-11,202302,Sat,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
1,6.00,2,2023-02-11,202302,Sat,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea
1,36.00,2,2023-02-11,202302,Sat,Lower Manhattan,Coffee beans,Our Old Time Diner Blend,House blend Beans
2,12.00,4,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee
2,21.00,6,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
1,10.00,4,2023-02-11,202302,Sat,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
1,19.00,2,2023-02-11,202302,Sat,Astoria,Loose Tea,Morning Sunrise Chai,Chai tea
4,11.20,14,2023-02-11,202302,Sat,Astoria,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
7,66.00,22,2023-02-11,202302,Sat,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea
5,56.00,16,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
2,21.00,6,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee
2,13.00,4,2023-02-11,202302,Sat,Astoria,Bakery,Cranberry Scone,Scone
3,27.00,6,2023-02-11,202302,Sat,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
2,53.32,4,2023-02-11,202302,Sat,Hell's Kitchen,Packaged Chocolate,Chili Mayan,Drinking Chocolate
3,22.00,10,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
2,12.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee
2,22.50,6,2023-02-11,202302,Sat,Astoria,Coffee,Cappuccino,Barista Espresso
2,14.70,6,2023-02-11,202302,Sat,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
1,10.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea
3,30.00,10,2023-02-11,202302,Sat,Astoria,Tea,Earl Grey Lg,Brewed Black tea
1,40.90,2,2023-02-11,202302,Sat,Hell's Kitchen,Coffee beans,Primo Espresso Roast,Espresso Beans
3,21.00,6,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti
1,5.00,2,2023-02-11,202302,Sat,Astoria,Tea,English Breakfast Rg,Brewed Black tea
2,14.00,4,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Croissant,Pastry
2,12.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso
3,14.70,6,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
3,37.50,10,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
4,43.40,14,2023-02-11,202302,Sat,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
1,26.66,2,2023-02-11,202302,Sat,Lower Manhattan,Packaged Chocolate,Chili Mayan,Drinking Chocolate
3,108.00,6,2023-02-11,202302,Sat,Hell's Kitchen,Coffee beans,Brazilian - Organic,Organic Beans
2,14.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Croissant,Pastry
1,3.20,4,2023-02-11,202302,Sat,Lower Manhattan,Flavours,Carmel syrup,Regular syrup
1,12.00,4,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee
1,10.20,4,2023-02-11,202302,Sat,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
1,5.00,2,2023-02-11,202302,Sat,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
1,6.50,2,2023-02-11,202302,Sat,Astoria,Bakery,Hazelnut Biscotti,Biscotti
1,7.00,2,2023-02-11,202302,Sat,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
2,24.00,8,2023-02-11,202302,Sat,Astoria,Coffee,Espresso shot,Barista Espresso
2,4.80,6,2023-02-11,202302,Sat,Astoria,Flavours,Carmel syrup,Regular syrup
1,7.00,2,2023-02-11,202302,Sat,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti
1,4.00,2,2023-02-11,202302,Sat,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
2,12.00,4,2023-02-11,202302,Sat,Astoria,Tea,English Breakfast Lg,Brewed Black tea
1,17.90,2,2023-02-11,202302,Sat,Astoria,Loose Tea,Lemon Grass,Herbal tea
1,7.00,2,2023-02-11,202302,Sat,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti
6,49.60,16,2023-02-12,202302,Sun,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4,12.80,16,2023-02-12,202302,Sun,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
5,42.00,12,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
6,55.00,22,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
4,37.50,10,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Cappuccino,Barista Espresso
8,32.00,40,2023-02-12,202302,Sun,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
7,52.50,14,2023-02-12,202302,Sun,Lower Manhattan,Bakery,Almond Croissant,Pastry
4,45.00,12,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
2,12.00,4,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee
1,6.00,2,2023-02-12,202302,Sun,Lower Manhattan,Bakery,Oatmeal Scone,Scone
8,55.00,22,2023-02-12,202302,Sun,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
6,50.00,20,2023-02-12,202302,Sun,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
9,65.00,26,2023-02-12,202302,Sun,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
4,30.00,10,2023-02-12,202302,Sun,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea
5,39.60,18,2023-02-12,202302,Sun,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
3,27.00,6,2023-02-12,202302,Sun,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone
5,48.00,16,2023-02-12,202302,Sun,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee
4,42.00,14,2023-02-12,202302,Sun,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
4,26.00,8,2023-02-12,202302,Sun,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
4,59.50,14,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
8,62.00,20,2023-02-12,202302,Sun,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4,25.00,10,2023-02-12,202302,Sun,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea
3,40.00,10,2023-02-12,202302,Sun,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
4,26.00,8,2023-02-12,202302,Sun,Lower Manhattan,Bakery,Ginger Scone,Scone
4,36.00,12,2023-02-12,202302,Sun,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
4,36.00,8,2023-02-12,202302,Sun,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
6,85.00,20,2023-02-12,202302,Sun,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
7,20.80,26,2023-02-12,202302,Sun,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
1,12.80,2,2023-02-12,202302,Sun,Lower Manhattan,Packaged Chocolate,Dark chocolate,Drinking Chocolate
6,63.00,18,2023-02-12,202302,Sun,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
7,50.00,20,2023-02-12,202302,Sun,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
4,30.00,10,2023-02-12,202302,Sun,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
